"vessel_Id","horizontal_net_opening_km","duration_h","speed_kmh","effort","depth","season","species","east_cs","north_cs","time_year","catch_kg"
"E",0.015,3.933333333,5.5,0.3244999999725,18,"Spring","Sep",-0.167283778087606,0.223204915188817,41.223819301848,6.2
"E",0.015,3.933333333,5.5,0.3244999999725,18,"Spring","Sol",-0.167283778087606,0.223204915188817,41.223819301848,0.22
"E",0.015,3.933333333,5.5,0.3244999999725,18,"Spring","Squ",-0.167283778087606,0.223204915188817,41.223819301848,0.54
"E",0.015,3.933333333,5.5,0.3244999999725,18,"Spring","Ele",-0.167283778087606,0.223204915188817,41.223819301848,0
"E",0.015,3.85,5.5,0.317625,20,"Spring","Sep",-0.166053371324423,0.182688058453332,41.223819301848,6.84
"E",0.015,3.85,5.5,0.317625,20,"Spring","Sol",-0.166053371324423,0.182688058453332,41.223819301848,0.54
"E",0.015,3.85,5.5,0.317625,20,"Spring","Squ",-0.166053371324423,0.182688058453332,41.223819301848,0.22
"E",0.015,3.85,5.5,0.317625,20,"Spring","Ele",-0.166053371324423,0.182688058453332,41.223819301848,0.05
"E",0.015,3.016666667,5.5,0.2488750000275,20,"Spring","Sep",-0.168745351475454,0.183217974703175,41.223819301848,5
"E",0.015,3.016666667,5.5,0.2488750000275,20,"Spring","Sol",-0.168745351475454,0.183217974703175,41.223819301848,0.12
"E",0.015,3.016666667,5.5,0.2488750000275,20,"Spring","Squ",-0.168745351475454,0.183217974703175,41.223819301848,0.02
"E",0.015,3.016666667,5.5,0.2488750000275,20,"Spring","Ele",-0.168745351475454,0.183217974703175,41.223819301848,0.1
"E",0.015,2.6,5.5,0.2145,20,"Spring","Sep",-0.172837594106323,0.181679517770181,41.223819301848,2
"E",0.015,2.6,5.5,0.2145,20,"Spring","Sol",-0.172837594106323,0.181679517770181,41.223819301848,0.24
"E",0.015,2.6,5.5,0.2145,20,"Spring","Squ",-0.172837594106323,0.181679517770181,41.223819301848,0.18
"E",0.015,2.6,5.5,0.2145,20,"Spring","Ele",-0.172837594106323,0.181679517770181,41.223819301848,0
"O",0.015,2,5.5,0.165,21,"Spring","Sep",-0.182905299145215,0.157701329504607,41.2265571526352,2.6
"O",0.015,2,5.5,0.165,21,"Spring","Sol",-0.182905299145215,0.157701329504607,41.2265571526352,0.1
"O",0.015,2,5.5,0.165,21,"Spring","Squ",-0.182905299145215,0.157701329504607,41.2265571526352,0.21
"O",0.015,2,5.5,0.165,21,"Spring","Ele",-0.182905299145215,0.157701329504607,41.2265571526352,0.74
"O",0.015,2.816666667,5.5,0.2323750000275,22,"Spring","Sep",-0.177818271572953,0.131128846196279,41.2265571526352,1.4
"O",0.015,2.816666667,5.5,0.2323750000275,22,"Spring","Sol",-0.177818271572953,0.131128846196279,41.2265571526352,0.06
"O",0.015,2.816666667,5.5,0.2323750000275,22,"Spring","Squ",-0.177818271572953,0.131128846196279,41.2265571526352,0.11
"O",0.015,2.816666667,5.5,0.2323750000275,22,"Spring","Ele",-0.177818271572953,0.131128846196279,41.2265571526352,1
"O",0.015,2.416666667,5.5,0.1993750000275,22,"Spring","Sep",-0.163596944417837,0.127343202289403,41.2265571526352,1.6
"O",0.015,2.416666667,5.5,0.1993750000275,22,"Spring","Sol",-0.163596944417837,0.127343202289403,41.2265571526352,0.2
"O",0.015,2.416666667,5.5,0.1993750000275,22,"Spring","Squ",-0.163596944417837,0.127343202289403,41.2265571526352,0.27
"O",0.015,2.416666667,5.5,0.1993750000275,22,"Spring","Ele",-0.163596944417837,0.127343202289403,41.2265571526352,0.3
"O",0.015,1.916666667,5.5,0.1581250000275,21,"Spring","Sep",-0.172183822064561,0.13411959583229,41.2265571526352,0.4
"O",0.015,1.916666667,5.5,0.1581250000275,21,"Spring","Sol",-0.172183822064561,0.13411959583229,41.2265571526352,0
"O",0.015,1.916666667,5.5,0.1581250000275,21,"Spring","Squ",-0.172183822064561,0.13411959583229,41.2265571526352,0.04
"O",0.015,1.916666667,5.5,0.1581250000275,21,"Spring","Ele",-0.172183822064561,0.13411959583229,41.2265571526352,0.06
"O",0.015,2.85,5.5,0.235125,21,"Spring","Sep",-0.160464031936369,0.178174845423973,41.242984257358,0
"O",0.015,2.85,5.5,0.235125,21,"Spring","Sol",-0.160464031936369,0.178174845423973,41.242984257358,0.34
"O",0.015,2.85,5.5,0.235125,21,"Spring","Squ",-0.160464031936369,0.178174845423973,41.242984257358,0.19
"O",0.015,2.85,5.5,0.235125,21,"Spring","Ele",-0.160464031936369,0.178174845423973,41.242984257358,0.06
"O",0.015,2.55,5.5,0.210375,21,"Spring","Sep",-0.159779049190162,0.177486061019736,41.242984257358,0.6
"O",0.015,2.55,5.5,0.210375,21,"Spring","Sol",-0.159779049190162,0.177486061019736,41.242984257358,0
"O",0.015,2.55,5.5,0.210375,21,"Spring","Squ",-0.159779049190162,0.177486061019736,41.242984257358,0
"O",0.015,2.55,5.5,0.210375,21,"Spring","Ele",-0.159779049190162,0.177486061019736,41.242984257358,0
"O",0.015,2.75,5.5,0.226875,22,"Spring","Sep",-0.176202909687028,0.15604267790849,41.242984257358,0
"O",0.015,2.75,5.5,0.226875,22,"Spring","Sol",-0.176202909687028,0.15604267790849,41.242984257358,0
"O",0.015,2.75,5.5,0.226875,22,"Spring","Squ",-0.176202909687028,0.15604267790849,41.242984257358,0
"O",0.015,2.75,5.5,0.226875,22,"Spring","Ele",-0.176202909687028,0.15604267790849,41.242984257358,0.08
"E",0.015,2.7,5.5,0.22275,19,"Spring","Sep",-0.104037026205397,0.233688780564707,41.2594113620808,2.25
"E",0.015,2.7,5.5,0.22275,19,"Spring","Sol",-0.104037026205397,0.233688780564707,41.2594113620808,1.76
"E",0.015,2.7,5.5,0.22275,19,"Spring","Squ",-0.104037026205397,0.233688780564707,41.2594113620808,2.28
"E",0.015,2.7,5.5,0.22275,19,"Spring","Ele",-0.104037026205397,0.233688780564707,41.2594113620808,2.66
"E",0.015,2.816666667,5.5,0.2323750000275,19,"Spring","Sep",-0.0970473846838706,0.255769759513641,41.2594113620808,4.8
"E",0.015,2.816666667,5.5,0.2323750000275,19,"Spring","Sol",-0.0970473846838706,0.255769759513641,41.2594113620808,0.19
"E",0.015,2.816666667,5.5,0.2323750000275,19,"Spring","Squ",-0.0970473846838706,0.255769759513641,41.2594113620808,1.08
"E",0.015,2.816666667,5.5,0.2323750000275,19,"Spring","Ele",-0.0970473846838706,0.255769759513641,41.2594113620808,1.1
"E",0.015,3.616666667,5.5,0.2983750000275,19,"Spring","Sep",-0.137731799856747,0.252467447490017,41.2594113620808,0
"E",0.015,3.616666667,5.5,0.2983750000275,19,"Spring","Sol",-0.137731799856747,0.252467447490017,41.2594113620808,0
"E",0.015,3.616666667,5.5,0.2983750000275,19,"Spring","Squ",-0.137731799856747,0.252467447490017,41.2594113620808,0.27
"E",0.015,3.616666667,5.5,0.2983750000275,19,"Spring","Ele",-0.137731799856747,0.252467447490017,41.2594113620808,0.02
"E",0.015,3.366666667,5.5,0.2777500000275,20,"Spring","Sep",-0.154765303583908,0.225812380553343,41.2594113620808,0.2
"E",0.015,3.366666667,5.5,0.2777500000275,20,"Spring","Sol",-0.154765303583908,0.225812380553343,41.2594113620808,0
"E",0.015,3.366666667,5.5,0.2777500000275,20,"Spring","Squ",-0.154765303583908,0.225812380553343,41.2594113620808,0.39
"E",0.015,3.366666667,5.5,0.2777500000275,20,"Spring","Ele",-0.154765303583908,0.225812380553343,41.2594113620808,0
"O",0.015,2.933333333,5.5,0.2419999999725,19,"Spring","Sep",-0.163670241398046,0.189785373377181,41.2594113620808,0
"O",0.015,2.933333333,5.5,0.2419999999725,19,"Spring","Sol",-0.163670241398046,0.189785373377181,41.2594113620808,0
"O",0.015,2.933333333,5.5,0.2419999999725,19,"Spring","Squ",-0.163670241398046,0.189785373377181,41.2594113620808,0.2
"O",0.015,2.933333333,5.5,0.2419999999725,19,"Spring","Ele",-0.163670241398046,0.189785373377181,41.2594113620808,0.13
"O",0.015,1.35,5.5,0.111375,19,"Spring","Sep",-0.144013053661597,0.214632964490311,41.2594113620808,0
"O",0.015,1.35,5.5,0.111375,19,"Spring","Sol",-0.144013053661597,0.214632964490311,41.2594113620808,0
"O",0.015,1.35,5.5,0.111375,19,"Spring","Squ",-0.144013053661597,0.214632964490311,41.2594113620808,0.05
"O",0.015,1.35,5.5,0.111375,19,"Spring","Ele",-0.144013053661597,0.214632964490311,41.2594113620808,0.13
"O",0.015,3.816666667,5.5,0.3148750000275,19,"Spring","Sep",-0.160862771894318,0.205376365307566,41.2594113620808,0.1
"O",0.015,3.816666667,5.5,0.3148750000275,19,"Spring","Sol",-0.160862771894318,0.205376365307566,41.2594113620808,0
"O",0.015,3.816666667,5.5,0.3148750000275,19,"Spring","Squ",-0.160862771894318,0.205376365307566,41.2594113620808,0.05
"O",0.015,3.816666667,5.5,0.3148750000275,19,"Spring","Ele",-0.160862771894318,0.205376365307566,41.2594113620808,0
"E",0.015,2.583333333,5.5,0.2131249999725,19,"Spring","Sep",-0.104427098878625,0.226083747553466,41.2621492128679,1.84
"E",0.015,2.583333333,5.5,0.2131249999725,19,"Spring","Sol",-0.104427098878625,0.226083747553466,41.2621492128679,1.25
"E",0.015,2.583333333,5.5,0.2131249999725,19,"Spring","Squ",-0.104427098878625,0.226083747553466,41.2621492128679,2.3
"E",0.015,2.583333333,5.5,0.2131249999725,19,"Spring","Ele",-0.104427098878625,0.226083747553466,41.2621492128679,2.38
"E",0.015,2.783333333,5.5,0.2296249999725,19,"Spring","Sep",-0.103135966669371,0.246448822699022,41.2621492128679,1.2
"E",0.015,2.783333333,5.5,0.2296249999725,19,"Spring","Sol",-0.103135966669371,0.246448822699022,41.2621492128679,1.37
"E",0.015,2.783333333,5.5,0.2296249999725,19,"Spring","Squ",-0.103135966669371,0.246448822699022,41.2621492128679,0.36
"E",0.015,2.783333333,5.5,0.2296249999725,19,"Spring","Ele",-0.103135966669371,0.246448822699022,41.2621492128679,3.66
"E",0.015,2.283333333,5.5,0.1883749999725,19,"Spring","Sep",-0.148427646691568,0.21899684336182,41.2758384668036,0.6
"E",0.015,2.283333333,5.5,0.1883749999725,19,"Spring","Sol",-0.148427646691568,0.21899684336182,41.2758384668036,0
"E",0.015,2.283333333,5.5,0.1883749999725,19,"Spring","Squ",-0.148427646691568,0.21899684336182,41.2758384668036,0.69
"E",0.015,2.283333333,5.5,0.1883749999725,19,"Spring","Ele",-0.148427646691568,0.21899684336182,41.2758384668036,0
"E",0.015,2.183333333,5.5,0.1801249999725,19,"Spring","Sep",-0.14933958731768,0.216189799030708,41.2758384668036,0
"E",0.015,2.183333333,5.5,0.1801249999725,19,"Spring","Sol",-0.14933958731768,0.216189799030708,41.2758384668036,0
"E",0.015,2.183333333,5.5,0.1801249999725,19,"Spring","Squ",-0.14933958731768,0.216189799030708,41.2758384668036,0.19
"E",0.015,2.183333333,5.5,0.1801249999725,19,"Spring","Ele",-0.14933958731768,0.216189799030708,41.2758384668036,0
"E",0.015,2.033333333,5.5,0.1677499999725,19,"Spring","Sep",-0.147502692740485,0.220969478628585,41.2758384668036,0.26
"E",0.015,2.033333333,5.5,0.1677499999725,19,"Spring","Sol",-0.147502692740485,0.220969478628585,41.2758384668036,0
"E",0.015,2.033333333,5.5,0.1677499999725,19,"Spring","Squ",-0.147502692740485,0.220969478628585,41.2758384668036,0.18
"E",0.015,2.033333333,5.5,0.1677499999725,19,"Spring","Ele",-0.147502692740485,0.220969478628585,41.2758384668036,0
"E",0.015,2.833333333,5.5,0.2337499999725,19,"Spring","Sep",-0.164923587338984,0.208507028430031,41.2758384668036,0
"E",0.015,2.833333333,5.5,0.2337499999725,19,"Spring","Sol",-0.164923587338984,0.208507028430031,41.2758384668036,0
"E",0.015,2.833333333,5.5,0.2337499999725,19,"Spring","Squ",-0.164923587338984,0.208507028430031,41.2758384668036,0.05
"E",0.015,2.833333333,5.5,0.2337499999725,19,"Spring","Ele",-0.164923587338984,0.208507028430031,41.2758384668036,0
"O",0.015,2.75,5.5,0.226875,21,"Spring","Sep",-0.168857870169834,0.175937744330431,41.2758384668036,0
"O",0.015,2.75,5.5,0.226875,21,"Spring","Sol",-0.168857870169834,0.175937744330431,41.2758384668036,0.02
"O",0.015,2.75,5.5,0.226875,21,"Spring","Squ",-0.168857870169834,0.175937744330431,41.2758384668036,0.11
"O",0.015,2.75,5.5,0.226875,21,"Spring","Ele",-0.168857870169834,0.175937744330431,41.2758384668036,0
"O",0.015,2.616666667,5.5,0.2158750000275,21,"Spring","Sep",-0.165719089604923,0.180842655498791,41.2758384668036,1.2
"O",0.015,2.616666667,5.5,0.2158750000275,21,"Spring","Sol",-0.165719089604923,0.180842655498791,41.2758384668036,0
"O",0.015,2.616666667,5.5,0.2158750000275,21,"Spring","Squ",-0.165719089604923,0.180842655498791,41.2758384668036,0
"O",0.015,2.616666667,5.5,0.2158750000275,21,"Spring","Ele",-0.165719089604923,0.180842655498791,41.2758384668036,0
"O",0.015,2.916666667,5.5,0.2406250000275,21,"Spring","Sep",-0.162654819668641,0.1746854240014,41.2758384668036,0.45
"O",0.015,2.916666667,5.5,0.2406250000275,21,"Spring","Sol",-0.162654819668641,0.1746854240014,41.2758384668036,0.2
"O",0.015,2.916666667,5.5,0.2406250000275,21,"Spring","Squ",-0.162654819668641,0.1746854240014,41.2758384668036,0.05
"O",0.015,2.916666667,5.5,0.2406250000275,21,"Spring","Ele",-0.162654819668641,0.1746854240014,41.2758384668036,0.1
"E",0.015,2.4,5.5,0.198,17,"Spring","Sep",-0.137543081348254,0.235892630885137,41.2813141683778,2.4
"E",0.015,2.4,5.5,0.198,17,"Spring","Sol",-0.137543081348254,0.235892630885137,41.2813141683778,1.09
"E",0.015,2.4,5.5,0.198,17,"Spring","Squ",-0.137543081348254,0.235892630885137,41.2813141683778,3.19
"E",0.015,2.4,5.5,0.198,17,"Spring","Ele",-0.137543081348254,0.235892630885137,41.2813141683778,0.3
"E",0.015,2.416666667,5.5,0.1993750000275,19,"Spring","Sep",-0.148428415692384,0.212713986428953,41.2813141683778,0
"E",0.015,2.416666667,5.5,0.1993750000275,19,"Spring","Sol",-0.148428415692384,0.212713986428953,41.2813141683778,0
"E",0.015,2.416666667,5.5,0.1993750000275,19,"Spring","Squ",-0.148428415692384,0.212713986428953,41.2813141683778,0.56
"E",0.015,2.416666667,5.5,0.1993750000275,19,"Spring","Ele",-0.148428415692384,0.212713986428953,41.2813141683778,0
"E",0.015,2.166666667,5.5,0.1787500000275,18,"Spring","Sep",-0.154633655746507,0.206292268471243,41.2813141683778,0
"E",0.015,2.166666667,5.5,0.1787500000275,18,"Spring","Sol",-0.154633655746507,0.206292268471243,41.2813141683778,0
"E",0.015,2.166666667,5.5,0.1787500000275,18,"Spring","Squ",-0.154633655746507,0.206292268471243,41.2813141683778,0.23
"E",0.015,2.166666667,5.5,0.1787500000275,18,"Spring","Ele",-0.154633655746507,0.206292268471243,41.2813141683778,0.2
"E",0.015,3.866666667,5.5,0.3190000000275,20,"Spring","Sep",-0.161412680073626,0.187934923918629,41.2813141683778,0.6
"E",0.015,3.866666667,5.5,0.3190000000275,20,"Spring","Sol",-0.161412680073626,0.187934923918629,41.2813141683778,0
"E",0.015,3.866666667,5.5,0.3190000000275,20,"Spring","Squ",-0.161412680073626,0.187934923918629,41.2813141683778,0.14
"E",0.015,3.866666667,5.5,0.3190000000275,20,"Spring","Ele",-0.161412680073626,0.187934923918629,41.2813141683778,0.7
"O",0.015,2.666666667,5.5,0.2200000000275,20,"Spring","Sep",-0.174489546826262,0.175393305146927,41.2813141683778,0
"O",0.015,2.666666667,5.5,0.2200000000275,20,"Spring","Sol",-0.174489546826262,0.175393305146927,41.2813141683778,0.13
"O",0.015,2.666666667,5.5,0.2200000000275,20,"Spring","Squ",-0.174489546826262,0.175393305146927,41.2813141683778,0.88
"O",0.015,2.666666667,5.5,0.2200000000275,20,"Spring","Ele",-0.174489546826262,0.175393305146927,41.2813141683778,0.45
"O",0.015,2.383333333,5.5,0.1966249999725,21,"Spring","Sep",-0.18291577487549,0.163539875585748,41.2813141683778,0
"O",0.015,2.383333333,5.5,0.1966249999725,21,"Spring","Sol",-0.18291577487549,0.163539875585748,41.2813141683778,0.12
"O",0.015,2.383333333,5.5,0.1966249999725,21,"Spring","Squ",-0.18291577487549,0.163539875585748,41.2813141683778,0.24
"O",0.015,2.383333333,5.5,0.1966249999725,21,"Spring","Ele",-0.18291577487549,0.163539875585748,41.2813141683778,0.1
"O",0.015,3.133333333,5.5,0.2584999999725,22,"Spring","Sep",-0.183385070500203,0.151266774092765,41.2813141683778,0
"O",0.015,3.133333333,5.5,0.2584999999725,22,"Spring","Sol",-0.183385070500203,0.151266774092765,41.2813141683778,0
"O",0.015,3.133333333,5.5,0.2584999999725,22,"Spring","Squ",-0.183385070500203,0.151266774092765,41.2813141683778,0.15
"O",0.015,3.133333333,5.5,0.2584999999725,22,"Spring","Ele",-0.183385070500203,0.151266774092765,41.2813141683778,0
"B",0.015,2.2,5.5,0.1815,9,"Spring","Sep",-0.243537094903126,0.0475056821351518,41.2950034223135,1.61
"B",0.015,2.2,5.5,0.1815,9,"Spring","Sol",-0.243537094903126,0.0475056821351518,41.2950034223135,0
"B",0.015,2.2,5.5,0.1815,9,"Spring","Squ",-0.243537094903126,0.0475056821351518,41.2950034223135,20
"B",0.015,2.2,5.5,0.1815,9,"Spring","Ele",-0.243537094903126,0.0475056821351518,41.2950034223135,0
"B",0.015,2.766666667,5.5,0.2282500000275,7,"Spring","Sep",-0.249972049714897,0.0300340679507553,41.2950034223135,4.54
"B",0.015,2.766666667,5.5,0.2282500000275,7,"Spring","Sol",-0.249972049714897,0.0300340679507553,41.2950034223135,0.33
"B",0.015,2.766666667,5.5,0.2282500000275,7,"Spring","Squ",-0.249972049714897,0.0300340679507553,41.2950034223135,10
"B",0.015,2.766666667,5.5,0.2282500000275,7,"Spring","Ele",-0.249972049714897,0.0300340679507553,41.2950034223135,0
"B",0.015,2.733333333,5.5,0.2254999999725,21,"Spring","Sep",-0.199424004447986,0.138601556709918,41.2950034223135,0.1
"B",0.015,2.733333333,5.5,0.2254999999725,21,"Spring","Sol",-0.199424004447986,0.138601556709918,41.2950034223135,0
"B",0.015,2.733333333,5.5,0.2254999999725,21,"Spring","Squ",-0.199424004447986,0.138601556709918,41.2950034223135,0.61
"B",0.015,2.733333333,5.5,0.2254999999725,21,"Spring","Ele",-0.199424004447986,0.138601556709918,41.2950034223135,0.05
"E",0.015,2.433333333,5.5,0.2007499999725,10,"Spring","Sep",-0.24066193173064,0.0210555361147362,41.2950034223135,3.3
"E",0.015,2.433333333,5.5,0.2007499999725,10,"Spring","Sol",-0.24066193173064,0.0210555361147362,41.2950034223135,0
"E",0.015,2.433333333,5.5,0.2007499999725,10,"Spring","Squ",-0.24066193173064,0.0210555361147362,41.2950034223135,15.5
"E",0.015,2.433333333,5.5,0.2007499999725,10,"Spring","Ele",-0.24066193173064,0.0210555361147362,41.2950034223135,0
"E",0.015,3.866666667,5.5,0.3190000000275,20,"Spring","Sep",-0.159436933621237,0.189596302313357,41.2950034223135,0.25
"E",0.015,3.866666667,5.5,0.3190000000275,20,"Spring","Sol",-0.159436933621237,0.189596302313357,41.2950034223135,0
"E",0.015,3.866666667,5.5,0.3190000000275,20,"Spring","Squ",-0.159436933621237,0.189596302313357,41.2950034223135,0.8
"E",0.015,3.866666667,5.5,0.3190000000275,20,"Spring","Ele",-0.159436933621237,0.189596302313357,41.2950034223135,0.12
"E",0.015,4.1,5.5,0.33825,19,"Spring","Sep",-0.149467610918898,0.220864281509766,41.2950034223135,0
"E",0.015,4.1,5.5,0.33825,19,"Spring","Sol",-0.149467610918898,0.220864281509766,41.2950034223135,0
"E",0.015,4.1,5.5,0.33825,19,"Spring","Squ",-0.149467610918898,0.220864281509766,41.2950034223135,0.4
"E",0.015,4.1,5.5,0.33825,19,"Spring","Ele",-0.149467610918898,0.220864281509766,41.2950034223135,0
"O",0.015,2.366666667,5.5,0.1952500000275,21,"Spring","Sep",-0.111115842961461,0.215225026812714,41.3004791238877,0.17
"O",0.015,2.366666667,5.5,0.1952500000275,21,"Spring","Sol",-0.111115842961461,0.215225026812714,41.3004791238877,0.2
"O",0.015,2.366666667,5.5,0.1952500000275,21,"Spring","Squ",-0.111115842961461,0.215225026812714,41.3004791238877,1.28
"O",0.015,2.366666667,5.5,0.1952500000275,21,"Spring","Ele",-0.111115842961461,0.215225026812714,41.3004791238877,0.5
"O",0.015,2.133333333,5.5,0.1759999999725,21,"Spring","Sep",-0.109203737878595,0.214888255012456,41.3004791238877,0
"O",0.015,2.133333333,5.5,0.1759999999725,21,"Spring","Sol",-0.109203737878595,0.214888255012456,41.3004791238877,0.19
"O",0.015,2.133333333,5.5,0.1759999999725,21,"Spring","Squ",-0.109203737878595,0.214888255012456,41.3004791238877,0.39
"O",0.015,2.133333333,5.5,0.1759999999725,21,"Spring","Ele",-0.109203737878595,0.214888255012456,41.3004791238877,0.58
"O",0.015,2.016666667,5.5,0.1663750000275,21,"Spring","Sep",-0.109007700160547,0.216160999701415,41.3004791238877,0.11
"O",0.015,2.016666667,5.5,0.1663750000275,21,"Spring","Sol",-0.109007700160547,0.216160999701415,41.3004791238877,0
"O",0.015,2.016666667,5.5,0.1663750000275,21,"Spring","Squ",-0.109007700160547,0.216160999701415,41.3004791238877,0.43
